ctry,area_code,income,employ,original_imd_score,original_imd_quintile,uk_imd_england_score,uk_imd_england_quintile,uk_imd_ni_score,uk_imd_ni_quintile,uk_imd_scotland_score,uk_imd_scotland_quintile,uk_imd_wales_score,uk_imd_wales_quintile
England,E01006188,21.2,14.5,21.7,4,21.7,3,13.3,4,22.4,4,18.3,4
England,E01006189,20.8,15.8,26.5,4,26.5,4,17.4,4,26.7,4,22.9,4
England,E01006190,3.8,4.4,3.9,1 - least deprived,3.9,1 - least deprived,-2.2,1 - least deprived,3.6,1 - least deprived,-0.2,1 - least deprived
England,E01006191,4.1,4.7,4,1 - least deprived,4.1,1 - least deprived,-2,1 - least deprived,3.8,1 - least deprived,-0.1,1 - least deprived
England,E01006192,5.5,5.4,5.4,1 - least deprived,5.4,1 - least deprived,-0.8,1 - least deprived,5.2,1 - least deprived,1.3,1 - least deprived
England,E01006193,5.2,3.9,4.3,1 - least deprived,4.3,1 - least deprived,-2.1,1 - least deprived,3.9,1 - least deprived,0.3,1 - least deprived
England,E01006194,7,6.1,8.7,2,8.7,1 - least deprived,1.8,1 - least deprived,8.3,2,4.7,1 - least deprived
England,E01006195,3.3,4.8,3.3,1 - least deprived,3.3,1 - least deprived,-2.5,1 - least deprived,3.2,1 - least deprived,-0.9,1 - least deprived
England,E01006196,4.3,5.4,5.7,1 - least deprived,5.7,1 - least deprived,-0.6,1 - least deprived,5.4,1 - least deprived,1.5,1 - least deprived
England,E01006197,7.4,8,9.8,2,9.8,2,3.1,2,9.8,2,5.7,2
England,E01006198,10.9,10.4,16.6,3,16.6,3,8.9,3,16.4,3,12.7,3
England,E01006199,16.7,14.1,22.3,4,22.3,4,13.9,4,22.5,4,18.6,4
England,E01006200,15.2,13.2,19.9,3,19.9,3,11.9,3,20.1,3,16.1,3
England,E01006201,10.6,12.2,19.7,3,19.7,3,11.7,3,19.5,3,15.7,3
England,E01006202,8.7,11.7,16.6,3,16.6,3,9.3,3,16.6,3,12.5,3
England,E01006203,4.8,6.5,5.4,1 - least deprived,5.4,1 - least deprived,-0.5,1 - least deprived,5.6,1 - least deprived,1.3,1 - least deprived
England,E01006204,7.2,6.6,8.3,1 - least deprived,8.3,1 - least deprived,1.6,1 - least deprived,8.1,1 - least deprived,4.2,1 - least deprived
England,E01006205,3.9,4.9,4.4,1 - least deprived,4.4,1 - least deprived,-1.7,1 - least deprived,4.1,1 - least deprived,0.2,1 - least deprived
England,E01006206,13.9,11,17.6,3,17.6,3,9.6,3,17.5,3,13.8,3
England,E01006207,31,23.6,44,5 - most deprived,44,5 - most deprived,32.4,5 - most deprived,44.1,5 - most deprived,40.7,5 - most deprived
England,E01006208,15.4,11.8,17.4,3,17.4,3,9.6,3,17.7,3,13.7,3
England,E01006209,4.9,6.6,5.7,1 - least deprived,5.7,1 - least deprived,-0.2,1 - least deprived,5.9,1 - least deprived,1.6,1 - least deprived
England,E01006210,6.7,8.4,8.7,2,8.7,1 - least deprived,2.4,2,9,2,4.6,1 - least deprived
England,E01006211,15.6,15.1,23.3,4,23.3,4,15,4,23.6,4,19.5,4
England,E01006212,12.8,12.4,18,3,18,3,10.3,3,18.2,3,14.1,3
England,E01006213,33.4,26.7,51.1,5 - most deprived,51.1,5 - most deprived,38.6,5 - most deprived,51.1,5 - most deprived,47.8,5 - most deprived
England,E01006214,24.1,20.4,37.3,5 - most deprived,37.3,5 - most deprived,26.7,5 - most deprived,37.2,5 - most deprived,33.7,5 - most deprived
England,E01006215,33.9,28.8,52.2,5 - most deprived,52.2,5 - most deprived,39.9,5 - most deprived,52.7,5 - most deprived,48.8,5 - most deprived
England,E01006216,11.7,9.9,15.9,3,15.9,3,8.1,3,15.7,3,12,3
England,E01006217,20.5,15.5,27.9,4,27.9,4,18.4,4,27.8,4,24.3,4
England,E01006218,25.9,20.2,34.8,5 - most deprived,34.8,5 - most deprived,24.7,5 - most deprived,35.2,5 - most deprived,31.4,5 - most deprived
England,E01006219,11,14.9,21.7,4,21.7,3,14,4,22,4,17.6,3
England,E01006220,21.4,18.6,31.5,4,31.5,4,22,4,31.8,4,27.9,4
England,E01006221,11.3,10,14.7,3,14.7,3,7.2,3,14.6,3,10.8,3
England,E01006222,6.5,7.9,11.2,2,11.2,2,4.3,2,10.9,2,7.1,2
England,E01006223,12.7,12.9,22.1,4,22.1,4,13.6,4,21.8,4,18.1,3
England,E01006224,5.1,7.4,9,2,9,2,2.5,2,8.8,2,4.8,2
England,E01006225,9.2,11.3,12.8,2,12.8,2,6.3,2,13.4,2,8.8,2
England,E01006226,9.8,10.5,14.3,3,14.3,2,7.1,3,14.4,3,10.3,2
England,E01006227,8.9,11.8,14.5,3,14.5,2,7.7,3,14.9,3,10.4,2
England,E01006228,16.2,14.2,23.9,4,23.9,4,15.2,4,23.8,4,20.1,4
England,E01006229,7.8,8.6,10.1,2,10.1,2,3.5,2,10.2,2,6,2
England,E01006230,7.5,8.8,9.5,2,9.5,2,3.1,2,9.7,2,5.4,2
England,E01006231,8.2,9.8,12.3,2,12.3,2,5.5,2,12.4,2,8.2,2
England,E01006232,4.9,5.4,9.4,2,9.4,2,2.2,2,8.5,2,5.2,2
England,E01006233,4,6.2,7.7,1 - least deprived,7.7,1 - least deprived,1.2,1 - least deprived,7.3,1 - least deprived,3.5,1 - least deprived
England,E01006234,9.6,14.6,17.3,3,17.3,3,10.6,3,18.1,3,13.1,3
England,E01006235,24.4,21.9,30.4,4,30.4,4,21.8,4,32,4,26.9,4
England,E01006236,4.1,6.5,8.2,1 - least deprived,8.2,1 - least deprived,1.7,1 - least deprived,7.8,1 - least deprived,4,1 - least deprived
England,E01006237,2.9,5.6,4.4,1 - least deprived,4.4,1 - least deprived,-1.4,1 - least deprived,4.3,1 - least deprived,0.1,1 - least deprived
England,E01006238,23.3,22.1,33.5,4,33.5,4,24.3,5 - most deprived,34.5,5 - most deprived,29.8,4
England,E01006239,35.7,31,56.3,5 - most deprived,56.3,5 - most deprived,43.5,5 - most deprived,56.8,5 - most deprived,52.9,5 - most deprived
England,E01006240,39.4,30.2,57.5,5 - most deprived,57.5,5 - most deprived,44.1,5 - most deprived,57.8,5 - most deprived,54.4,5 - most deprived
England,E01006241,28.3,25.8,41.8,5 - most deprived,41.8,5 - most deprived,31.5,5 - most deprived,42.9,5 - most deprived,38.3,5 - most deprived
England,E01006242,15.5,13.5,22.4,4,22.4,4,13.9,4,22.3,4,18.6,4
England,E01006243,5.8,7.3,10.7,2,10.7,2,3.7,2,10.2,2,6.5,2
England,E01006244,22.1,18.4,37.2,5 - most deprived,37.2,5 - most deprived,26.2,5 - most deprived,36.4,5 - most deprived,33.5,5 - most deprived
England,E01006245,9.3,9.5,12.5,2,12.5,2,5.6,2,12.6,2,8.5,2
England,E01006246,19.7,21.4,29.5,4,29.5,4,21.3,4,30.8,4,25.7,4
England,E01006247,10.2,12.9,16.4,3,16.4,3,9.4,3,16.9,3,12.3,3
England,E01006248,36.9,33.4,61.2,5 - most deprived,61.2,5 - most deprived,47.9,5 - most deprived,61.7,5 - most deprived,57.8,5 - most deprived
England,E01006249,30.4,26.1,44,5 - most deprived,44,5 - most deprived,33.1,5 - most deprived,44.8,5 - most deprived,40.5,5 - most deprived
England,E01006250,4.7,7.3,6.3,1 - least deprived,6.3,1 - least deprived,0.4,1 - least deprived,6.5,1 - least deprived,2.1,1 - least deprived
England,E01006251,5.8,7.3,10.3,2,10.3,2,3.4,2,9.9,2,6.1,2
England,E01006252,7,8.9,12.2,2,12.2,2,5.3,2,12,2,8.1,2
England,E01006253,20.6,19.4,32.5,4,32.5,4,23,4,32.8,4,28.7,4
England,E01006254,29.2,27.3,45.3,5 - most deprived,45.3,5 - most deprived,34.5,5 - most deprived,46.2,5 - most deprived,41.7,5 - most deprived
England,E01006255,8.4,10.6,15.7,3,15.7,3,8.4,3,15.5,3,11.6,3
England,E01006256,11.4,12,19.6,3,19.6,3,11.5,3,19.3,3,15.6,3
England,E01006257,7.9,8.2,14.1,3,14.1,2,6.5,2,13.4,2,10,2
England,E01006258,11.7,12.4,17.9,3,17.9,3,10.3,3,18,3,13.9,3
England,E01006259,10.9,12.6,15.5,3,15.5,3,8.6,3,16.1,3,11.5,3
England,E01006260,22.5,19.5,30.2,4,30.2,4,21.1,4,31,4,26.6,4
England,E01006261,17.3,15.1,21.4,3,21.4,3,13.5,4,22.1,4,17.7,3
England,E01006262,23.1,21.6,36.5,5 - most deprived,36.5,5 - most deprived,26.5,5 - most deprived,36.9,5 - most deprived,32.8,5 - most deprived
England,E01006263,6.4,9.6,9.1,2,9.1,2,3.1,2,9.6,2,4.9,2
England,E01006264,3.1,7.6,6.7,1 - least deprived,6.7,1 - least deprived,0.9,1 - least deprived,6.9,1 - least deprived,2.4,1 - least deprived
England,E01006265,11.4,13.2,18.8,3,18.8,3,11.3,3,19.1,3,14.8,3
England,E01006266,5.7,9.9,11.9,2,11.9,2,5.4,2,12,2,7.7,2
England,E01006267,28.8,26.2,40.9,5 - most deprived,40.9,5 - most deprived,30.8,5 - most deprived,42.2,5 - most deprived,37.4,5 - most deprived
England,E01006268,12.9,13.6,17.5,3,17.5,3,10.3,3,18.1,3,13.5,3
England,E01006269,14,15.7,25.8,4,25.8,4,17.2,4,25.8,4,21.8,4
England,E01006270,27.8,26.6,41.6,5 - most deprived,41.6,5 - most deprived,31.5,5 - most deprived,42.8,5 - most deprived,38,5 - most deprived
England,E01006271,10.8,11.9,15.3,3,15.3,3,8.2,3,15.7,3,11.3,3
England,E01006272,16.1,14.2,27.2,4,27.2,4,17.7,4,26.5,4,23.3,4
England,E01006273,21.4,20.9,30.5,4,30.5,4,21.8,4,31.6,4,26.8,4
England,E01006274,25.3,21.7,38.8,5 - most deprived,38.8,5 - most deprived,28.2,5 - most deprived,39,5 - most deprived,35.2,5 - most deprived
England,E01006275,31.9,28.4,49.3,5 - most deprived,49.3,5 - most deprived,37.7,5 - most deprived,50,5 - most deprived,45.8,5 - most deprived
England,E01006276,9.7,10.6,14.4,3,14.4,2,7.2,3,14.5,3,10.3,2
England,E01006277,2.6,5.4,6.4,1 - least deprived,6.4,1 - least deprived,0.1,1 - least deprived,5.9,1 - least deprived,2.1,1 - least deprived
England,E01006278,15.5,16.4,22.8,4,22.8,4,15,4,23.5,4,18.9,4
England,E01006279,9.1,8.7,12.9,2,12.9,2,5.6,2,12.7,2,8.9,2
England,E01006280,17.6,16.7,24.1,4,24.1,4,15.9,4,24.8,4,20.3,4
England,E01006281,6.3,8.8,10.7,2,10.7,2,4.1,2,10.7,2,6.6,2
England,E01006282,21.8,19,31.1,4,31.1,4,21.7,4,31.6,4,27.5,4
England,E01006283,31.7,24.6,47.1,5 - most deprived,47.1,5 - most deprived,35,5 - most deprived,47.1,5 - most deprived,43.8,5 - most deprived
England,E01006284,26.2,25.6,40.2,5 - most deprived,40.2,5 - most deprived,30.3,5 - most deprived,41.4,5 - most deprived,36.6,5 - most deprived
England,E01006285,6.8,9.6,10.3,2,10.3,2,4,2,10.6,2,6.1,2
England,E01006286,14.6,19.2,28,4,28,4,19.8,4,28.7,4,23.9,4
England,E01006287,5.3,7.1,9.8,2,9.8,2,3,2,9.4,2,5.7,2
England,E01006288,34.5,26.5,47.2,5 - most deprived,47.2,5 - most deprived,35.4,5 - most deprived,47.9,5 - most deprived,44,5 - most deprived
England,E01006289,31,28.9,47.8,5 - most deprived,47.8,5 - most deprived,36.8,5 - most deprived,48.9,5 - most deprived,44.3,5 - most deprived
England,E01006290,6.9,9.6,11.5,2,11.5,2,4.9,2,11.6,2,7.3,2
England,E01006291,17.8,14.7,26.8,4,26.8,4,17.4,4,26.4,4,23,4
England,E01006292,10.9,14.4,19.2,3,19.2,3,11.9,3,19.7,3,15.1,3
England,E01006293,19,17.6,26.9,4,26.9,4,18.2,4,27.5,4,23.1,4
England,E01006294,14.3,11.9,21.9,4,21.9,3,13.1,3,21.4,3,18.1,3
England,E01006295,19.1,18.3,31.3,4,31.3,4,21.8,4,31.4,4,27.5,4
England,E01006296,31,28.9,47.4,5 - most deprived,47.4,5 - most deprived,36.4,5 - most deprived,48.6,5 - most deprived,43.9,5 - most deprived
England,E01006297,26.5,22.6,39.3,5 - most deprived,39.3,5 - most deprived,28.7,5 - most deprived,39.7,5 - most deprived,35.7,5 - most deprived
England,E01006298,28.2,24.1,41.2,5 - most deprived,41.2,5 - most deprived,30.5,5 - most deprived,41.8,5 - most deprived,37.7,5 - most deprived
England,E01006299,6.1,6.9,10.3,2,10.3,2,3.3,2,9.8,2,6.2,2
England,E01006300,5.7,7.3,7,1 - least deprived,7,1 - least deprived,0.9,1 - least deprived,7.2,1 - least deprived,2.9,1 - least deprived
England,E01006301,4,6.6,7.8,1 - least deprived,7.8,1 - least deprived,1.4,1 - least deprived,7.6,1 - least deprived,3.6,1 - least deprived
England,E01006302,8.2,7.9,10.3,2,10.3,2,3.4,2,10.2,2,6.3,2
England,E01006303,5.3,9.5,11.4,2,11.4,2,4.9,2,11.5,2,7.2,2
England,E01006304,13.3,13.7,18.8,3,18.8,3,11.3,3,19.3,3,14.9,3
England,E01006305,33.7,28,51.2,5 - most deprived,51.2,5 - most deprived,39,5 - most deprived,51.6,5 - most deprived,47.9,5 - most deprived
England,E01006306,31.1,31.5,52.3,5 - most deprived,52.3,5 - most deprived,40.9,5 - most deprived,53.4,5 - most deprived,48.7,5 - most deprived
England,E01006307,23.3,19.9,35.6,5 - most deprived,35.6,5 - most deprived,25.3,5 - most deprived,35.7,5 - most deprived,32,5 - most deprived
England,E01006308,27,22.9,43.6,5 - most deprived,43.6,5 - most deprived,32.1,5 - most deprived,43.4,5 - most deprived,40,5 - most deprived
England,E01006309,27.8,24.4,42.3,5 - most deprived,42.3,5 - most deprived,31.5,5 - most deprived,42.8,5 - most deprived,38.8,5 - most deprived
England,E01006310,30.3,24.7,46,5 - most deprived,46,5 - most deprived,34.2,5 - most deprived,46.1,5 - most deprived,42.6,5 - most deprived
England,E01006311,24.9,22.3,34.7,5 - most deprived,34.7,5 - most deprived,25.2,5 - most deprived,35.7,5 - most deprived,31.2,5 - most deprived
England,E01006312,5.7,5.6,6.3,1 - least deprived,6.3,1 - least deprived,-0.1,1 - least deprived,6.1,1 - least deprived,2.2,1 - least deprived
England,E01006313,23.1,20.7,34.4,5 - most deprived,34.4,5 - most deprived,24.7,5 - most deprived,34.9,5 - most deprived,30.8,4
England,E01006314,6.5,8,8.9,2,8.9,2,2.5,2,9,2,4.8,2
England,E01006315,5.5,6.9,8.5,2,8.5,1 - least deprived,1.9,2,8.2,1 - least deprived,4.3,1 - least deprived
England,E01006316,5.7,6.1,7.9,1 - least deprived,7.9,1 - least deprived,1.3,1 - least deprived,7.6,1 - least deprived,3.8,1 - least deprived
England,E01006317,11.8,11.9,15.9,3,15.9,3,8.6,3,16.2,3,11.9,3
England,E01006318,7,6.6,8.5,2,8.5,1 - least deprived,1.8,1 - least deprived,8.2,1 - least deprived,4.4,1 - least deprived
England,E01006319,5.9,5.6,6.1,1 - least deprived,6.1,1 - least deprived,-0.3,1 - least deprived,5.9,1 - least deprived,2,1 - least deprived
England,E01006320,4.5,7.9,7,1 - least deprived,7,1 - least deprived,1.2,1 - least deprived,7.3,1 - least deprived,2.8,1 - least deprived
England,E01006321,6.4,7.5,5.4,1 - least deprived,5.4,1 - least deprived,-0.3,1 - least deprived,5.9,1 - least deprived,1.3,1 - least deprived
England,E01006322,24.1,22.4,39.3,5 - most deprived,39.3,5 - most deprived,28.8,5 - most deprived,39.5,5 - most deprived,35.6,5 - most deprived
England,E01006323,27,21,42.1,5 - most deprived,42.1,5 - most deprived,30.4,5 - most deprived,41.6,5 - most deprived,38.6,5 - most deprived
England,E01006324,27.9,26.3,46.1,5 - most deprived,46.1,5 - most deprived,34.9,5 - most deprived,46.5,5 - most deprived,42.5,5 - most deprived
England,E01006325,17,17.2,27.1,4,27.1,4,18.4,4,27.4,4,23.2,4
England,E01006326,20.1,19.7,38.8,5 - most deprived,38.8,5 - most deprived,27.9,5 - most deprived,38.1,5 - most deprived,34.9,5 - most deprived
England,E01006327,40,28.9,55.7,5 - most deprived,55.7,5 - most deprived,42.3,5 - most deprived,55.9,5 - most deprived,52.6,5 - most deprived
England,E01006328,23.5,21.7,47.2,5 - most deprived,47.2,5 - most deprived,34.7,5 - most deprived,45.8,5 - most deprived,43.4,5 - most deprived
England,E01006329,19.6,19.2,34,5 - most deprived,34,4,24.1,5 - most deprived,33.9,4,30.1,4
England,E01006330,7.6,10.3,12.5,2,12.5,2,5.8,2,12.7,2,8.4,2
England,E01006331,5.2,7.8,7.9,1 - least deprived,7.9,1 - least deprived,1.7,1 - least deprived,8,1 - least deprived,3.7,1 - least deprived
England,E01006332,14.5,12.9,25.7,4,25.7,4,16.3,4,24.8,4,21.8,4
England,E01006333,21.5,21.3,40,5 - most deprived,40,5 - most deprived,29.2,5 - most deprived,39.6,5 - most deprived,36.1,5 - most deprived
England,E01006334,28.8,26.5,48.9,5 - most deprived,48.9,5 - most deprived,37,5 - most deprived,49,5 - most deprived,45.3,5 - most deprived
England,E01006335,20.1,16.9,28.8,4,28.8,4,19.5,4,28.9,4,25.1,4
England,E01006336,40,33.4,61,5 - most deprived,61,5 - most deprived,47.6,5 - most deprived,61.7,5 - most deprived,57.8,5 - most deprived
England,E01006337,11.3,13.2,20.9,3,20.9,3,12.9,3,20.8,3,16.8,3
England,E01006338,20.4,17.1,30.7,4,30.7,4,21,4,30.6,4,27,4
England,E01006339,7.4,11.3,12.5,2,12.5,2,6.1,2,13,2,8.3,2
England,E01006340,19.6,16,27,4,27,4,17.8,4,27.1,4,23.3,4
England,E01006341,19.2,16.1,28.5,4,28.5,4,19,4,28.4,4,24.7,4
England,E01006342,24.2,21.3,32.5,4,32.5,4,23.3,4,33.5,4,28.9,4
England,E01006343,3.3,4.7,5.4,1 - least deprived,5.4,1 - least deprived,-0.9,1 - least deprived,5,1 - least deprived,1.2,1 - least deprived
England,E01006344,26.6,21.5,34.9,5 - most deprived,34.9,5 - most deprived,25,5 - most deprived,35.7,5 - most deprived,31.4,5 - most deprived
England,E01006345,7.6,9.2,11,2,11,2,4.4,2,11.1,2,6.9,2
England,E01006346,13.6,12.1,19,3,19,3,11,3,19,3,15.1,3
England,E01006347,4.1,4.5,4.5,1 - least deprived,4.5,1 - least deprived,-1.7,1 - least deprived,4.2,1 - least deprived,0.4,1 - least deprived
England,E01006348,4.8,5.7,8.2,1 - least deprived,8.2,1 - least deprived,1.4,1 - least deprived,7.6,1 - least deprived,4.1,1 - least deprived
England,E01006349,13.2,11.2,23.5,4,23.5,4,14.2,4,22.4,4,19.5,4
England,E01006350,41.5,31.3,61.5,5 - most deprived,61.5,5 - most deprived,47.3,5 - most deprived,61.6,5 - most deprived,58.5,5 - most deprived
England,E01006351,38.1,30,58.4,5 - most deprived,58.4,5 - most deprived,44.7,5 - most deprived,58.4,5 - most deprived,55.2,5 - most deprived
England,E01006352,19.1,19,35,5 - most deprived,35,5 - most deprived,24.8,5 - most deprived,34.6,5 - most deprived,31.1,5 - most deprived
England,E01006353,14,12.9,23.7,4,23.7,4,14.8,4,23.2,4,19.8,4
England,E01006354,23.8,16.8,35.6,5 - most deprived,35.6,5 - most deprived,24.4,5 - most deprived,34.7,5 - most deprived,32.1,5 - most deprived
England,E01006355,10.7,13.4,18.5,3,18.5,3,11.1,3,18.8,3,14.4,3
England,E01006356,29.4,25.3,43.9,5 - most deprived,43.9,5 - most deprived,32.8,5 - most deprived,44.5,5 - most deprived,40.4,5 - most deprived
England,E01006357,46.6,33.4,70.9,5 - most deprived,70.9,5 - most deprived,54.8,5 - most deprived,70.3,5 - most deprived,68,5 - most deprived
England,E01006358,21,19.8,30.5,4,30.5,4,21.5,4,31.2,4,26.8,4
England,E01006359,20.6,19.4,33.6,4,33.6,4,23.8,5 - most deprived,33.6,4,29.8,4
England,E01006360,41.5,33.4,65.7,5 - most deprived,65.7,5 - most deprived,51.1,5 - most deprived,65.7,5 - most deprived,62.6,5 - most deprived
England,E01006361,41,31.8,61.1,5 - most deprived,61.1,5 - most deprived,47.2,5 - most deprived,61.3,5 - most deprived,58,5 - most deprived
England,E01006362,5.5,7.5,7.6,1 - least deprived,7.6,1 - least deprived,1.5,1 - least deprived,7.7,1 - least deprived,3.5,1 - least deprived
England,E01006363,7.6,8.9,10.4,2,10.4,2,3.9,2,10.6,2,6.4,2
England,E01006364,15.3,13.8,17.9,3,17.9,3,10.5,3,18.7,3,14.1,3
England,E01006365,5.9,7,6.5,1 - least deprived,6.5,1 - least deprived,0.4,1 - least deprived,6.6,1 - least deprived,2.4,1 - least deprived
England,E01006366,11.8,14.9,17.7,3,17.7,3,10.9,3,18.7,3,13.7,3
England,E01006367,5.2,6.6,6.5,1 - least deprived,6.5,1 - least deprived,0.3,1 - least deprived,6.5,1 - least deprived,2.3,1 - least deprived
England,E01006368,8.4,9.6,11.3,2,11.3,2,4.7,2,11.6,2,7.3,2
England,E01006369,27.9,26.5,43,5 - most deprived,43,5 - most deprived,32.6,5 - most deprived,44,5 - most deprived,39.4,5 - most deprived
England,E01006370,17,20.3,26.3,4,26.3,4,18.6,4,27.7,4,22.3,4
England,E01006371,10.3,10.3,17.1,3,17.1,3,9.2,3,16.7,3,13.1,3
England,E01006372,3.7,4.4,4.4,1 - least deprived,4.4,1 - least deprived,-1.8,1 - least deprived,4,1 - least deprived,0.2,1 - least deprived
England,E01006373,5,4.9,5.7,1 - least deprived,5.7,1 - least deprived,-0.7,1 - least deprived,5.3,1 - least deprived,1.6,1 - least deprived
England,E01006374,4.3,6.7,6,1 - least deprived,6,1 - least deprived,0.1,1 - least deprived,6.1,1 - least deprived,1.9,1 - least deprived
England,E01006375,10,10.3,16.9,3,16.9,3,9.1,3,16.5,3,12.8,3
England,E01006376,23,19.1,29.8,4,29.8,4,20.7,4,30.6,4,26.2,4
England,E01006377,6.5,6.7,7.2,1 - least deprived,7.2,1 - least deprived,0.8,1 - least deprived,7.2,1 - least deprived,3.2,1 - least deprived
England,E01006378,6.8,7.5,9.7,2,9.7,2,2.9,2,9.5,2,5.6,2
England,E01006379,9.4,8.7,12.3,2,12.3,2,5.2,2,12.2,2,8.4,2
England,E01006380,24.3,19.7,31.5,4,31.5,4,22.1,4,32.3,4,28,4
England,E01006381,5.3,6.4,7.2,1 - least deprived,7.2,1 - least deprived,0.8,1 - least deprived,7,1 - least deprived,3,1 - least deprived
England,E01006382,2.5,4.8,4.3,1 - least deprived,4.3,1 - least deprived,-1.7,1 - least deprived,4,1 - least deprived,0.1,1 - least deprived
England,E01006383,9.1,9.1,10,2,10,2,3.5,2,10.3,2,6,2
England,E01006384,4.4,6.3,8.6,2,8.6,1 - least deprived,1.9,2,8.1,1 - least deprived,4.4,1 - least deprived
England,E01006385,3.7,5.8,5.3,1 - least deprived,5.3,1 - least deprived,-0.7,1 - least deprived,5.2,1 - least deprived,1.1,1 - least deprived
England,E01006386,46.9,44,73.3,5 - most deprived,73.3,5 - most deprived,59.6,5 - most deprived,75.5,5 - most deprived,70.2,5 - most deprived
England,E01006387,12.2,11.9,20.7,3,20.7,3,12.3,3,20.3,3,16.7,3
England,E01006388,16.5,18.1,25.3,4,25.3,4,17.3,4,26.1,4,21.4,4
England,E01006389,11.1,11.5,16.1,3,16.1,3,8.7,3,16.3,3,12.1,3
England,E01006390,15.8,16.7,23,4,23,4,15.2,4,23.8,4,19.1,4
England,E01006391,14.7,13.3,18.5,3,18.5,3,10.8,3,19,3,14.6,3
England,E01006392,31.6,25.8,50.5,5 - most deprived,50.5,5 - most deprived,37.9,5 - most deprived,50.2,5 - most deprived,47,5 - most deprived
England,E01006393,5.5,7.9,8.2,1 - least deprived,8.2,1 - least deprived,2,2,8.3,1 - least deprived,4,1 - least deprived
England,E01006394,6.1,7.3,7.8,1 - least deprived,7.8,1 - least deprived,1.5,1 - least deprived,7.9,1 - least deprived,3.7,1 - least deprived
England,E01006395,3.3,5.3,3,1 - least deprived,3,1 - least deprived,-2.6,1 - least deprived,3.1,1 - least deprived,-1.2,1 - least deprived
England,E01006396,7.8,10,14.4,3,14.4,2,7.2,3,14.2,3,10.2,2
England,E01006397,23.6,25.1,38.7,5 - most deprived,38.7,5 - most deprived,29.1,5 - most deprived,39.8,5 - most deprived,34.9,5 - most deprived
England,E01006398,17.7,23.2,32.8,4,32.8,4,24.4,5 - most deprived,34,5 - most deprived,28.8,4
England,E01006399,17.5,16.3,24.7,4,24.7,4,16.3,4,25.2,4,20.9,4
England,E01006400,5,7,7.3,1 - least deprived,7.3,1 - least deprived,1,1 - least deprived,7.2,1 - least deprived,3.1,1 - least deprived
England,E01006401,4.9,8.7,10,2,10,2,3.7,2,10.1,2,5.8,2
England,E01006402,5.3,7.1,5.9,1 - least deprived,5.9,1 - least deprived,0,1 - least deprived,6.2,1 - least deprived,1.8,1 - least deprived
England,E01006403,7.4,10,10.9,2,10.9,2,4.6,2,11.3,2,6.8,2
England,E01006404,24.7,18.8,34.9,5 - most deprived,34.9,5 - most deprived,24.4,5 - most deprived,34.8,5 - most deprived,31.4,5 - most deprived
England,E01006405,26.4,24.2,43.2,5 - most deprived,43.2,5 - most deprived,32.2,5 - most deprived,43.4,5 - most deprived,39.6,5 - most deprived
England,E01006406,9.7,13.3,18.4,3,18.4,3,11.1,3,18.6,3,14.2,3
England,E01006407,6.3,8.5,10.1,2,10.1,2,3.6,2,10.1,2,5.9,2
England,E01006408,21.5,20.2,31.4,4,31.4,4,22.3,4,32.1,4,27.7,4
England,E01006409,7.2,11.1,11.9,2,11.9,2,5.6,2,12.4,2,7.7,2
England,E01006410,6.4,10,11.1,2,11.1,2,4.8,2,11.4,2,6.9,2
England,E01006411,39.8,36.6,66,5 - most deprived,66,5 - most deprived,52.3,5 - most deprived,66.7,5 - most deprived,62.6,5 - most deprived
